Name,Ac,Activate,Aggravate,AntiTheft,Blessed,Blows,BrandAcid,BrandCold,BrandElec,BrandFire,BrandPois,Category,Cha,Chance1,Chance2,Chance3,Chance4,Chaotic,Con,Cost,Cursed,Dd,Dex,DrainExp,DreadCurse,Ds,EasyKnow,Feather,FreeAct,FriendlyName,HeavyCurse,HideType,HoldLife,IgnoreAcid,IgnoreCold,IgnoreElec,IgnoreFire,ImAcid,ImCold,ImElec,ImFire,Impact,Infra,InstaArt,Int,KillDragon,Level,Lightsource,Locale1,Locale2,Locale3,Locale4,NoMagic,NoTele,PermaCurse,Pval,Reflect,Regen,ResAcid,ResBlind,ResChaos,ResCold,ResConf,ResDark,ResDisen,ResElec,ResFear,ResFire,ResLight,ResNether,ResNexus,ResPois,ResShards,ResSound,Search,SeeInvis,ShElec,ShFire,ShowMods,SlayAnimal,SlayDemon,SlayDragon,SlayEvil,SlayGiant,SlayOrc,SlayTroll,SlayUndead,SlowDigest,Speed,Stealth,Str,SubCategory,SustCha,SustCon,SustDex,SustInt,SustStr,SustWis,Telepathy,Teleport,ToA,ToD,ToH,Tried,Tunnel,Vampiric,Vorpal,Weight,Wis,Wraith,XtraMight,XtraShots,Character,Colour
Food:Piece of Dwarf Bread,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,16,False,1,False,False,False,6,False,False,False,& Piece~ of Dwarf Bread,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,15,0,0,0,False,False,False,7500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,3,False,False,False,False,§,Grey
Food:Piece of Elvish Waybread,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,1,1,0,False,False,10,False,0,False,False,False,0,False,False,False,& Piece~ of Elvish Waybread,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,10,20,0,False,False,False,7500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,3,False,False,False,False,§,BrightBlue
Food:piece of Warpstone,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,1000,False,1,False,False,False,1,False,False,False,& piece~ of Warpstone,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,50,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,*,Purple
Food:Pint of Fine Ale,0,False,False,False,False,False,False,False,False,False,False,Food,False,0,0,0,0,False,False,1,False,0,False,False,False,0,False,False,False,& Pint~ of Fine Ale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,5,False,False,False,False,§,Yellow
Food:Pint of Fine Wine,0,False,False,False,False,False,False,False,False,False,False,Food,False,0,0,0,0,False,False,2,False,0,False,False,False,0,False,False,False,& Pint~ of Fine Wine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,False,False,False,1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,10,False,False,False,False,§,Red
Food:Poison,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,1,0,0,False,False,0,False,4,False,False,False,4,False,False,False,Poison,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,5,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Ration of Food,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,1,1,0,False,False,3,False,0,False,False,False,0,False,False,False,& Ration~ of Food,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,5,10,0,False,False,False,5000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,10,False,False,False,False,§,BrightBrown
Food:Restore Constitution,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,350,False,0,False,False,False,0,False,False,False,Restore Constitution,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Restore Strength,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,350,False,0,False,False,False,0,False,False,False,Restore Strength,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Restoring,0,False,False,False,False,False,False,False,False,False,False,Food,False,8,4,1,0,False,False,1000,False,0,False,False,False,0,False,False,False,Restoring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,30,40,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Sickness,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,0,False,4,False,False,False,4,False,False,False,Sickness,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Slime Mold,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,2,False,0,False,False,False,0,False,False,False,& Slime Mold~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,False,False,False,3000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,5,False,False,False,False,§,Green
Food:Strip of Venison,0,False,False,False,False,False,False,False,False,False,False,Food,False,0,0,0,0,False,False,2,False,0,False,False,False,0,False,False,False,& Strip~ of Venison,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,False,False,False,1500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,§,Brown
Food:Stupidity,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,0,False,0,False,False,False,0,False,False,False,Stupidity,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,15,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Unhealth,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,50,False,10,False,False,False,10,False,False,False,Unhealth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,15,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Food:Weakness,0,False,False,False,False,False,False,False,False,False,False,Food,False,1,0,0,0,False,False,0,False,5,False,False,False,5,False,False,False,Weakness,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,1,False,False,False,False,§,Background
Gloves:Set of Cesti,5,False,False,False,False,False,False,False,False,False,False,Gloves,False,1,0,0,0,False,False,100,False,1,False,False,False,1,False,False,False,& Set~ of Cesti,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,40,False,False,False,False,],BrightWhite
Gloves:Set of Gauntlets,2,False,False,False,False,False,False,False,False,False,False,Gloves,False,1,0,0,0,False,False,35,False,1,False,False,False,1,False,False,False,& Set~ of Gauntlets,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,25,False,False,False,False,],BrightBrown
Gloves:Set of Leather Gloves,1,False,False,False,False,False,False,False,False,False,False,Gloves,False,1,0,0,0,False,False,3,False,0,False,False,False,0,False,False,False,& Set~ of Leather Gloves,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,5,False,False,False,False,],BrightBrown
Gold:adamantite,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,80,False,0,False,False,False,0,False,False,False,adamantite,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Chartreuse
Gold:copper,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,3,False,0,False,False,False,0,False,False,False,copper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Copper
Gold:copper*,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,4,False,0,False,False,False,0,False,False,False,copper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Copper
Gold:copper**,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,5,False,0,False,False,False,0,False,False,False,copper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Copper
Gold:diamonds,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,28,False,0,False,False,False,0,False,False,False,diamonds,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Diamond
Gold:emeralds,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,32,False,0,False,False,False,0,False,False,False,emeralds,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Green
Gold:garnets,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,9,False,0,False,False,False,0,False,False,False,garnets,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Red
Gold:garnets*,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,10,False,0,False,False,False,0,False,False,False,garnets,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Red
Gold:gold,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,12,False,0,False,False,False,0,False,False,False,gold,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Gold
Gold:gold*,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,14,False,0,False,False,False,0,False,False,False,gold,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Gold
Gold:gold**,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,16,False,0,False,False,False,0,False,False,False,gold,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Gold
Gold:mithril,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,40,False,0,False,False,False,0,False,False,False,mithril,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,BrightBlue
Gold:opals,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,18,False,0,False,False,False,0,False,False,False,opals,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,BrightWhite
Gold:rubies,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,24,False,0,False,False,False,0,False,False,False,rubies,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Red
Gold:sapphires,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,20,False,0,False,False,False,0,False,False,False,sapphires,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Blue
Gold:silver,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,6,False,0,False,False,False,0,False,False,False,silver,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Silver
Gold:silver*,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,7,False,0,False,False,False,0,False,False,False,silver,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Silver
Gold:silver**,0,False,False,False,False,False,False,False,False,False,False,Gold,False,0,0,0,0,False,False,8,False,0,False,False,False,0,False,False,False,silver,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,0,False,False,False,False,$,Silver
Hafted:Ball-and-Chain,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,200,False,2,False,False,False,4,False,False,False,& Ball-and-Chain~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,150,False,False,False,False,\,Black
Hafted:Flail,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,353,False,2,False,False,False,6,False,False,False,& Flail~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,13,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,150,False,False,False,False,\,Black
Hafted:Lead-Filled Mace,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,502,False,3,False,False,False,4,False,False,False,& Lead-Filled Mace~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,15,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,180,False,False,False,False,\,Black
Hafted:Lucerne Hammer,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,376,False,2,False,False,False,5,False,False,False,& Lucerne Hammer~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,120,False,False,False,False,\,BrightBlue
Hafted:Mace,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,130,False,2,False,False,False,4,False,False,False,& Mace~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,120,False,False,False,False,\,Black
Hafted:Mace of Disruption,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,8,0,0,0,False,False,4300,False,5,False,False,False,8,False,False,False,& Mace~ of Disruption,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80,False,80,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,20,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,400,False,False,False,False,\,Purple
Hafted:Mighty Hammer,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,0,0,0,0,False,False,1000,False,3,False,False,False,9,False,False,False,& Mighty Hammer~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,15,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,200,False,False,False,False,\,Black
Hafted:Morning Star,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,396,False,2,False,False,False,6,False,False,False,& Morning Star~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,150,False,False,False,False,\,Black
Hafted:Quarterstaff,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,200,False,1,False,False,False,9,False,False,False,& Quarterstaff~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,150,False,False,False,False,\,BrightBrown
Hafted:Two-Handed Flail,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,590,False,3,False,False,False,6,False,False,False,& Two-Handed Flail~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,False,45,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,280,False,False,False,False,\,Yellow
Hafted:War Hammer,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,225,False,3,False,False,False,3,False,False,False,& War Hammer~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,120,False,False,False,False,\,Black
Hafted:Whip,0,False,False,False,False,False,False,False,False,False,False,Hafted,False,1,0,0,0,False,False,30,False,1,False,False,False,6,False,False,False,& Whip~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,3,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,30,False,False,False,False,\,Black
HardArmor:Adamantite Plate Mail,40,False,False,False,False,False,False,False,False,False,False,HardArmor,False,8,0,0,0,False,False,20000,False,2,False,False,False,4,False,False,False,Adamantite Plate Mail~,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,75,False,75,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,0,0,-4,False,False,False,False,420,False,False,False,False,[,BrightGreen
HardArmor:Augmented Chain Mail,16,False,False,False,False,False,False,False,False,False,False,HardArmor,False,1,0,0,0,False,False,900,False,1,False,False,False,4,False,False,False,Augmented Chain Mail~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,0,0,-2,False,False,False,False,270,False,False,False,False,[,Grey
HardArmor:Bar Chain Mail,18,False,False,False,False,False,False,False,False,False,False,HardArmor,False,1,0,0,0,False,False,950,False,1,False,False,False,4,False,False,False,Bar Chain Mail~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,False,35,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,-2,False,False,False,False,280,False,False,False,False,[,Grey
HardArmor:Chain Mail,14,False,False,False,False,False,False,False,False,False,False,HardArmor,False,1,0,0,0,False,False,750,False,1,False,False,False,4,False,False,False,Chain Mail~,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,False,25,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,0,0,-2,False,False,False,False,220,False,False,False,False,[,Grey
