Name,SplitName1,SplitName2,SplitName3,AcidBall,AcidBolt,Animal,ArmourClass,Arrow1D6,Arrow3D6,Arrow5D6,Arrow7D6,Attack1,Attack1DDice,Attack1DSides,Attack1Effect,Attack1Type,Attack2,Attack2DDice,Attack2DSides,Attack2Effect,Attack2Type,Attack3,Attack3DDice,Attack3DSides,Attack3Effect,Attack3Type,Attack4,Attack4DDice,Attack4DSides,Attack4Effect,Attack4Type,AttrAny,AttrClear,AttrMulti,BashDoor,Blindness,Blink,BrainSmash,BreatheAcid,BreatheChaos,BreatheCold,BreatheConfusion,BreatheDark,BreatheDisenchant,BreatheDisintegration,BreatheFire,BreatheForce,BreatheGravity,BreatheInertia,BreatheLight,BreatheLightning,BreatheMana,BreatheNether,BreatheNexus,BreathePlasma,BreathePoison,BreatheRadiation,BreatheShards,BreatheSound,BreatheTime,CauseCriticalWounds,CauseLightWounds,CauseMortalWounds,CauseSeriousWounds,ChaosBall,CharClear,CharMulti,ColdBall,ColdBlood,ColdBolt,Confuse,CreateTraps,Cthuloid,DarkBall,Darkness,Demon,Description,Dragon,DrainMana,DreadCurse,Drop_1D2,Drop_2D2,Drop_3D2,Drop_4D2,Drop60,Drop90,DropGood,DropGreat,EldritchHorror,EmptyMind,Escorted,EscortsGroup,Evil,Female,FireAura,FireBall,FireBolt,ForceMaxHp,ForceSleep,Forget,FreqInate,FreqSpell,FriendlyName,Friends,Giant,Good,GreatOldOne,Haste,Hdice,Heal,HitPoints,Hold,Hside,HurtByCold,HurtByFire,HurtByLight,HurtByRock,IceBolt,ImmuneAcid,ImmuneCold,ImmuneConfusion,ImmuneFear,ImmuneFire,ImmuneLightning,ImmunePoison,ImmuneSleep,ImmuneStun,Invisible,KillBody,KillItem,KillWall,Level,LightningAura,LightningBall,LightningBolt,MagicMissile,Male,ManaBall,ManaBolt,Mexp,MindBlast,MoveBody,Multiply,NetherBall,NetherBolt,NeverAttack,NeverMove,Nonliving,NoticeRange,OnlyDropGold,OnlyDropItem,OpenDoor,Orc,PassWall,PlasmaBolt,PoisonBall,PoisonBolt,Powerful,RadiationBall,RandomMove25,RandomMove50,Rarity,Reflecting,Regenerate,ResistDisenchant,ResistNether,ResistNexus,ResistPlasma,ResistTeleport,ResistWater,Scare,Shapechanger,ShardBall,Shriek,Sleep,Slow,Smart,Speed,Stupid,SummonAnt,SummonCthuloid,SummonDemon,SummonDragon,SummonGreatOldOne,SummonHiDragon,SummonHiUndead,SummonHound,SummonHydra,SummonKin,SummonMonster,SummonMonsters,SummonReaver,SummonSpider,SummonUndead,SummonUnique,TakeItem,TeleportAway,TeleportLevel,TeleportSelf,TeleportTo,Troll,Undead,Unique,WaterBall,WaterBolt,WeirdMind,Character,Colour
Blue icky thing,    Blue    ,    icky    ,   thing    ,False,False,False,20,False,False,False,False,Crawl to Poison (1d4),1,4,Poison,Crawl,Crawl to EatFood (0d0),0,0,EatFood,Crawl,Hit to Hurt (1d4),1,4,Hurt,Hit,Hit to Hurt (1d4),1,4,Hurt,Hit,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,It is a strange§ slimy§ icky creature§ with rudimentary intelligence§ but evil cunning. It hungers for food§ and you look tasty.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,8,8,Blue icky thing,False,False,False,False,False,10,False,10d6 (avg. 35),False,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,15,False,False,True,False,False,False,False,False,False,False,False,True,4,False,False,False,False,False,False,False,False,True,False,False,False,20,False,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i,Blue
Blue jelly,            ,    Blue    ,   jelly    ,False,False,False,1,False,False,False,False,Touch to Cold (1d6),1,6,Cold,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,It's a large pile of pulsing blue flesh.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Blue jelly,False,False,False,False,False,12,False,12d8 (avg. 54),False,8,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,4,False,False,False,False,False,False,False,14,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,99,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,j,Blue
Blue ooze,            ,    Blue    ,    ooze    ,False,False,False,16,False,False,False,False,Crawl to Cold (1d4),1,4,Cold,Crawl,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It's blue and it's oozing.,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Blue ooze,False,False,False,False,False,3,False,3d4 (avg. 7),False,4,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,5,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,False,False,False,False,False,False,False,False,False,False,80,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,j,BrightBlue
Blue worm mass,    Blue    ,    worm    ,    mass    ,False,False,True,12,False,False,False,False,Crawl to Cold (1d4),1,4,Cold,Crawl,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,It is a large slimy mass of worms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Blue worm mass,False,False,False,False,False,5,False,5d8 (avg. 22),False,8,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,5,False,False,True,False,False,False,False,False,7,False,False,False,False,False,False,False,False,False,False,True,True,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,100,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,w,Blue
Blue yeek,            ,    Blue    ,    yeek    ,False,False,True,14,False,False,False,False,Hit to Hurt (1d5),1,5,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A small humanoid figure.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Blue yeek,False,False,False,False,False,2,False,2d6 (avg. 7),False,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,18,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,y,Blue
Bodak,            ,            ,   Bodak    ,False,False,False,68,False,False,False,False,Hit to Fire (4d6),4,6,Fire,Hit,Hit to Fire (4d6),4,6,Fire,Hit,Gaze to Exp20 (0d0),0,0,Exp20,Gaze,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,It is a humanoid form composed of flames and hatred.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,4,4,Bodak,False,False,False,False,False,35,False,35d10 (avg. 192),False,10,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,36,False,False,False,False,False,False,False,750,False,False,False,False,False,False,False,True,10,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,90,False,False,110,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,u,Black
Boldor§ King of the Yeeks,            ,            ,   Boldor   ,False,False,True,24,False,False,False,False,Hit to Hurt (1d9),1,9,Hurt,Hit,Hit to Hurt (1d9),1,9,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A great yeek§ powerful in magic and sorcery§ but a yeek all the same.,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,3,3,Boldor§ King of the Yeeks,False,False,False,False,False,18,True,18d10 (max. 180),False,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,13,False,False,False,False,True,False,False,200,False,False,False,False,False,False,False,False,18,False,True,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,10,True,True,120,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,y,Purple
Bolg§ Son of Azog,            ,            ,    Bolg    ,False,False,False,50,False,False,False,False,Hit to Hurt (3d6),3,6,Hurt,Hit,Hit to Hurt (3d6),3,6,Hurt,Hit,Hit to Hurt (3d6),3,6,Hurt,Hit,Hit to Hurt (3d6),3,6,Hurt,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A large and powerful orc. He looks just like his daddy. He is tall and fast§ but fortunately blessed with orcish brains.,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0,Bolg§ Son of Azog,False,False,False,False,False,50,False,50d10 (max. 500),False,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20,False,False,False,False,True,False,False,800,False,False,False,False,False,False,False,False,20,False,True,True,True,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,o,BrightRed
Bone golem,            ,    Bone    ,   golem    ,False,False,False,170,False,False,False,False,Hit to UnBonus (6d8),6,8,UnBonus,Hit,Hit to UnBonus (6d8),6,8,UnBonus,Hit,Hit to LoseStr (4d6),4,6,LoseStr,Hit,Hit to LoseStr (4d6),4,6,LoseStr,Hit,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,A skeletal form§ black as night§ constructed from the bones of its previous victims and inhabited by the soul of a lich of great power.,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,3,3,Bone golem,False,False,False,False,False,35,False,35d100 (max. 3500),True,100,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,71,False,False,False,False,False,True,False,23000,False,False,False,True,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,True,False,False,False,False,False,50,False,True,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,g,BrightBeige
Brigand,            ,            ,  Brigand   ,False,False,False,32,False,False,False,False,Hit to Hurt (2d6),2,6,Hurt,Hit,Touch to EatGold (0d0),0,0,EatGold,Touch,Touch to EatItem (0d0),0,0,EatItem,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is eyeing your purse suspiciously.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Brigand,False,False,False,False,False,9,False,9d8 (avg. 40),False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,True,False,False,35,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,p,Black
Brodda§ the Easterling,            ,            ,   Brodda   ,False,False,False,25,False,False,False,False,Hit to Hurt (1d12),1,12,Hurt,Hit,Hit to Hurt (1d12),1,12,Hurt,Hit,Hit to Hurt (1d12),1,12,Hurt,Hit,Hit to Hurt (1d12),1,12,Hurt,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A nasty piece of work§ Brodda picks on defenseless women and children.,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,Brodda§ the Easterling,False,False,False,False,False,21,False,21d10 (max. 210),False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,False,False,False,False,True,False,False,100,False,False,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,p,Orange
Brown mold,            ,   Brown    ,    mold    ,False,False,False,12,False,False,False,False,Hit to Confuse (1d4),1,4,Confuse,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A strange brown growth on the dungeon floor.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Brown mold,False,False,False,False,False,15,False,15d8 (avg. 67),False,8,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,6,False,False,False,False,False,False,False,20,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,99,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,m,Brown
Brown yeek,            ,   Brown    ,    yeek    ,False,False,True,18,False,False,False,False,Hit to Hurt (1d6),1,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a strange small humanoid.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Brown yeek,False,False,False,False,False,4,False,4d8 (avg. 18),False,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,11,False,False,False,False,False,False,False,False,18,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,y,Brown
Byakhee,            ,            ,  Byakhee   ,False,False,False,40,False,False,False,False,Claw to LoseStr (3d4),3,4,LoseStr,Claw,Bite to Exp20 (3d4),3,4,Exp20,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Hybrid demon birds: 'not altogether crows§ nor moles§ nor buzzards§ nor ants§ nor decomposed human beings...',False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,9,9,Byakhee,True,False,False,False,False,40,False,40d10 (max. 400),False,10,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,41,False,False,False,False,False,False,False,1500,False,False,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,80,False,False,110,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B,Black
Cantoras§ the Skeletal Lord,            ,            ,  Cantoras  ,False,False,False,120,False,False,False,False,Gaze to Exp80 (0d0),0,0,Exp80,Gaze,Gaze to Exp80 (0d0),0,0,Exp80,Gaze,Touch to Poison (3d5),3,5,Poison,Touch,Touch to Poison (3d5),3,5,Poison,Touch,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,A legion of evil undead druj animating the skeleton of a once mighty sorcerer. His power is devastating and his speed unmatched in the underworld. Flee his wrath!,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,1,1,Cantoras§ the Skeletal Lord,False,False,False,False,False,75,False,75d100 (max. 7500),False,100,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,84,False,False,False,False,True,False,True,45000,False,False,False,True,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True,False,True,False,False,False,80,True,True,140,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,s,BrightBlue
Carcharoth§ the Jaws of Thirst,            ,            , Carcharoth ,False,False,True,110,False,False,False,False,Claw to Hurt (3d3),3,3,Hurt,Claw,Claw to Hurt (3d3),3,3,Hurt,Claw,Bite to Poison (4d4),4,4,Poison,Bite,Bite to Poison (4d4),4,4,Poison,Bite,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The first guard of Angband§ Carcharoth§ also known as 'The Red Maw'§ is the largest wolf to ever walk the earth. He is highly intelligent and a deadly opponent in combat.,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,4,4,Carcharoth§ the Jaws of Thirst,False,False,False,False,False,75,True,75d100 (max. 7500),False,100,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,92,False,False,False,False,True,False,False,40000,False,True,False,False,False,False,False,False,80,False,True,True,False,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,True,False,False,False,10,False,True,130,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,C,Black
Carrion crawler,            ,  Carrion   ,  crawler   ,False,False,True,40,False,False,False,False,Sting to Paralyze (2d6),2,6,Paralyze,Sting,Sting to Paralyze (2d6),2,6,Paralyze,Sting,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A hideous centipede covered in slime and with glowing tentacles around its head.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Carrion crawler,True,False,False,False,False,20,False,20d12 (avg. 130),False,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,34,False,False,False,False,False,False,False,100,False,False,False,False,False,False,False,False,15,False,False,False,False,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,c,Green
Cave lizard,            ,    Cave    ,   lizard   ,False,False,True,16,False,False,False,False,Bite to Hurt (1d5),1,5,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is an armoured lizard with a powerful bite.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Cave lizard,False,False,False,False,False,3,False,3d6 (avg. 10),False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,80,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,Brown
Cave ogre,            ,    Cave    ,    ogre    ,False,False,False,33,False,False,False,False,Hit to Hurt (3d8),3,8,Hurt,Hit,Hit to Hurt (3d8),3,8,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A giant orc-like figure with an awesomely muscled frame.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Cave ogre,True,True,False,False,False,30,False,30d9 (avg. 150),False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,False,False,False,False,False,False,False,42,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,O,Brown
Cave orc,            ,    Cave    ,    orc     ,False,False,False,32,False,False,False,False,Hit to Hurt (1d8),1,8,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is often found in huge numbers in deep caves.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Cave orc,True,False,False,False,False,11,False,11d9 (avg. 54),False,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,False,False,False,True,False,False,20,False,False,False,False,False,False,False,False,20,False,False,True,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,o,BrightBrown
Cave spider,            ,    Cave    ,   spider   ,False,False,True,16,False,False,False,False,Bite to Hurt (1d4),1,4,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a black spider that moves in fits and starts.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Cave spider,True,False,False,False,False,2,False,2d6 (avg. 7),False,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,80,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,Black
Cave troll,            ,    Cave    ,   troll    ,False,False,False,50,False,False,False,False,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is a vicious monster§ feared for his ferocity.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Cave troll,True,False,False,False,False,24,False,24d12 (avg. 156),False,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,33,False,False,False,False,True,False,False,350,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,50,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T,Brown
Chaos drake,            ,   Chaos    ,   drake    ,False,False,False,100,False,False,False,False,Claw to Hurt (1d8),1,8,Hurt,Claw,Claw to Hurt (1d8),1,8,Hurt,Claw,Bite to Hurt (2d6),2,6,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,A dragon twisted by the forces of chaos. It seems first ugly§ then fair§ as its form shimmers and changes in front of your eyes.,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,6,6,Chaos drake,False,False,False,False,False,50,False,50d10 (max. 500),False,10,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,33,False,False,False,False,False,False,False,700,False,False,False,False,False,False,False,False,25,False,True,True,False,False,False,False,False,False,False,False,False,3,False,False,True,False,False,False,False,False,True,False,False,False,30,True,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d,Purple
